ID,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
5524,1,0,0.024948850475490118,-0.6498501808233609,-0.9421602490527861,0.2585551051173906,0.9263372064688015,1.3817174829402799,1.513106950674326,1.930796800300982,1.2880759073553887,0.923676951145559,0.5499289910018226,1.364185708286708,2.58453121442795,-0.6590664709980903,0.8541190885801443,0,0,0,0,0,0,1
2174,1,0,-0.4683214140608999,1.3581643917553978,0.9069586573299346,-0.42183301590759764,-1.597211936419501,-1.8383895342844288,-2.4226063898728776,-1.90214859208487,-1.857291225004074,-1.7256427214030017,-0.03816070774828552,-2.1807282919873714,-1.0607253490855335,-2.2967892024867664,0.0024017262774375433,0,0,0,0,0,0,0
4141,1,1,0.6941089170792268,-0.6498501808233609,-0.9421602490527861,-0.8300658885225906,0.39813452263889293,0.7347901132872731,0.02614339784930722,1.251291841256349,-0.019626727101198765,0.15869494726750744,-1.0475029265799887,1.364185708286708,-0.3401764872967696,1.022639187498439,-0.32506268647108294,0,0,0,0,0,0,0
5324,2,1,0.030136830601544148,1.3581643917553978,-0.9421602490527861,1.4832537229623695,-0.2980819855724376,0.6078064013493563,-0.03399160530629581,0.3416026215810601,0.1822809152777695,-0.9326894423622865,1.4549313704807458,0.25958852595341986,0.08559167539667077,0.08640797774596347,0.0024017262774375433,0,0,0,0,0,0,0
965,1,0,-0.08723416990857435,-0.6498501808233609,0.9069586573299346,-0.5579106401125953,-0.09839247835488867,1.0165523116868365,0.2339236807494638,0.4045073320104964,0.7161962191257797,-0.3718324726759078,1.0533951914722501,1.0105883153562756,0.08559167539667077,0.3455381331875286,0.3886381974237022,0,0,0,0,0,0,0
8180,1,0,0.07143134199209931,1.3581643917553978,0.9069586573299346,0.08845807486114356,-0.1037490926618781,-1.5336048675176757,-0.6089989759899529,-1.5869190908765272,-1.0292203695635311,-1.000873064077933,0.5499289910018226,0.6346749532848,-1.0607253490855335,-0.21619572055005903,0.3886381974237022,0,0,0,0,0,0,0
2114,2,0,1.5325906942251095,-0.6498501808233609,-0.9421602490527861,-0.9321241066763388,1.8763900306671861,0.05576078917042561,-0.0526272815164214,0.535890752835579,1.0173181937193247,0.24260967552166707,-1.0475029265799887,1.0105883153562756,1.1257440183256413,1.6221062005633629,-0.6714944934459345,0,0,1,1,0,0,1
4939,1,1,-0.8602015389337042,-0.6498501808233609,-0.9421602490527861,-1.034182324830087,-0.6114100153139868,-0.9579322115521468,-0.7870498142286042,1.6732236605660757,-0.43847849465521566,-0.32885275141640746,-0.03816070774828552,-0.14680093644578954,-1.0607253490855335,0.08640797774596347,0.8541190885801443,0,0,0,0,0,0,0
2278,1,0,-1.0491301888983846,1.3581643917553978,-0.9421602490527861,1.211098474552374,-2.2644641060790938,-0.133305246348036,-1.2370363229763877,0.02633214891098447,0.08409550559894662,0.053922936752734504,-0.03816070774828552,-1.2991535502902967,-1.0607253490855335,-1.3483994273461897,0.3886381974237022,0,0,0,0,0,0,0
9360,1,1,-0.8909659716788948,-0.6498501808233609,-0.9421602490527861,-0.31977479775384937,-0.5980978513111852,-1.5336048675176757,-0.3868621423257106,0.6876466268421413,0.47068518663549147,0.3165762476750468,-1.0475029265799887,-0.14680093644578954,-0.3401764872967696,-0.21619572055005903,1.4474748881198218,0,0,0,0,0,0,0
